act,scene,player,text
III,II,DEMETRIUS,"If she cannot entreat, I can compel."
III,II,LYSANDER,Thy threats have no more strength than her weak prayers.
III,II,LYSANDER,"Helen, I love thee; by my life, I do."
III,II,DEMETRIUS,I say I love thee more than he can do.
III,II,LYSANDER,"If thou say so, withdraw, and prove it too."
III,II,DEMETRIUS,"Quick, come\!"
III,II,HERMIA,"Lysander, whereto tends all this?"
III,II,LYSANDER,"Away, you hobby horse\!"
III,II,DEMETRIUS,"No, no; he'll seem to break loose"
III,II,DEMETRIUS,"But yet come not: you are a tame man, go\!"
III,II,LYSANDER,"Hang off, thou cat, thou burr\! vile thing, let loose\!"
III,II,HERMIA,Why are you grown so rude? what change is this?
III,II,HERMIA,"Sweet love,--"
III,II,LYSANDER,"Thy love\! Out hated potion, hence\!"
III,II,HERMIA,Do you not jest?
III,II,HELENA,"Yes, sooth; and so do you."
III,II,LYSANDER,"Demetrius, I will keep my word with thee."
III,II,DEMETRIUS,"I would I had your bond, for I perceive"
III,II,DEMETRIUS,A weak bond holds you: I'll not trust your word.
III,II,LYSANDER,"What, should I hurt her, strike her, kill her dead?"
III,II,LYSANDER,"Although I hate her, I'll not harm her so."
III,II,HERMIA,"What, can you do me greater harm than hate?"
III,II,HERMIA,"Hate me\! wherefore? O me\! what news, my love\!"
III,II,HERMIA,Am not I Hermia? are not you Lysander?
III,II,HERMIA,I am as fair now as I was erewhile.
III,II,HERMIA,"Why, then you left me--O, the gods forbid\!--"
III,II,HERMIA,"In earnest, shall I say?"
III,II,LYSANDER,And never did desire to see thee more.
III,II,LYSANDER,For I do hate thee and love Helena.
III,II,HERMIA,O me\! you juggler\! you canker-blossom\!
III,II,HERMIA,"You thief of love\! what, have you come by night"
III,II,HERMIA,And stolen my love's heart from him?
III,II,HELENA,I'faith\!
III,II,HELENA,"Have you no modesty, no maiden shame,"
III,II,HELENA,"Fie, fie\! you counterfeit, you puppet, you\!"
III,II,HERMIA,"Puppet? why so? ay, that way goes the game."
III,II,HERMIA,Now I perceive that she hath made compare
III,II,HERMIA,Between our statures; she hath urged her height;
III,II,HERMIA,"And with her personage, her tall personage,"
III,II,HERMIA,"Her height, forsooth, she hath prevail'd with him."
III,II,HERMIA,And are you grown so high in his esteem;
III,II,HERMIA,Because I am so dwarfish and so low?
III,II,HERMIA,"How low am I, thou painted maypole? speak;"
III,II,HERMIA,How low am I? I am not yet so low
III,II,HERMIA,But that my nails can reach unto thine eyes.
III,II,HELENA,"I pray you, though you mock me, gentlemen,"
III,II,HELENA,"Let her not strike me. You perhaps may think,"
III,II,HELENA,"Because she is something lower than myself,"
III,II,HELENA,That I can match her.
III,II,HERMIA,"Lower\! hark, again."
III,II,HELENA,"Good Hermia, do not be so bitter with me."
III,II,HELENA,"I evermore did love you, Hermia,"
III,II,HELENA,"Did ever keep your counsels, never wrong'd you;"
III,II,HELENA,"Save that, in love unto Demetrius,"
III,II,HELENA,I told him of your stealth unto this wood.
III,II,HELENA,He follow'd you; for love I follow'd him;
III,II,HELENA,But he hath chid me hence and threaten'd me
III,II,HELENA,"To strike me, spurn me, nay, to kill me too:"
III,II,HELENA,"And now, so you will let me quiet go,"
III,II,HELENA,To Athens will I bear my folly back
III,II,HELENA,And follow you no further: let me go:
III,II,HELENA,You see how simple and how fond I am.
III,II,HERMIA,"Why, get you gone: who is't that hinders you?"
III,II,HELENA,"A foolish heart, that I leave here behind."
III,II,HERMIA,"What, with Lysander?"
III,II,HELENA,With Demetrius.
III,II,LYSANDER,"Be not afraid; she shall not harm thee, Helena."
III,II,DEMETRIUS,"No, sir, she shall not, though you take her part."
III,II,HELENA,"O, when she's angry, she is keen and shrewd\!"
III,II,HELENA,She was a vixen when she went to school;
III,II,HELENA,"And though she be but little, she is fierce."
III,II,HERMIA,'Little' again\! nothing but 'low' and 'little'\!
III,II,HERMIA,Why will you suffer her to flout me thus?
III,II,HERMIA,Let me come to her.
III,II,LYSANDER,"Get you gone, you dwarf;"
III,II,LYSANDER,"You minimus, of hindering knot-grass made;"
III,II,LYSANDER,"You bead, you acorn."
III,II,DEMETRIUS,You are too officious
III,II,DEMETRIUS,In her behalf that scorns your services.
III,II,DEMETRIUS,Speak not of Helena; take not her part.
III,II,LYSANDER,Now she holds me not;
III,II,LYSANDER,"So follow, if thou darest, to try whose right,"
III,II,LYSANDER,"Of thine or mine, is most in Helena."
III,II,DEMETRIUS,"Follow\! nay, I'll go with thee, cheek by jowl."
III,II,StageDirection,Exeunt LYSANDER and DEMETRIUS
III,II,HERMIA,"You, mistress, all this coil is 'long of you:"
III,II,HERMIA,"Nay, go not back."
III,II,HELENA,"I will not trust you, I,"
III,II,HELENA,Nor longer stay in your curst company.
III,II,HELENA,"Your hands than mine are quicker for a fray,"
III,II,HELENA,"My legs are longer though, to run away.                	*Exit*"
III,II,HERMIA,"I am amazed, and know not what to say.               	*Exit*"
III,II,OBERON,"This is thy negligence: still thou mistakest,"
III,II,OBERON,Or else committ'st thy knaveries willfully.
III,II,PUCK,"Believe me, king of shadows, I mistook."
III,II,PUCK,Did not you tell me I should know the man
III,II,PUCK,By the Athenian garment be had on?
III,II,OBERON,Thou see'st these lovers seek a place to fight:
III,II,OBERON,"Hie therefore, Robin, overcast the night;"
III,II,OBERON,The starry welkin cover thou anon
III,II,OBERON,"With drooping fog as black as Acheron,"
III,II,OBERON,And lead these testy rivals so astray
III,II,OBERON,As one come not within another's way.
III,II,OBERON,Till o'er their brows death-counterfeiting sleep
III,II,OBERON,With leaden legs and batty wings doth creep:
III,II,OBERON,Then crush this herb into Lysander's eye;
III,II,OBERON,"Whose liquor hath this virtuous property,"
III,II,OBERON,"When they next wake, all this derision"
III,II,OBERON,"Shall seem a dream and fruitless vision,"
III,II,OBERON,"Whiles I in this affair do thee employ,"
III,II,OBERON,I'll to my queen and beg her changelling boy;
III,II,OBERON,And then I will her charmed eye release
III,II,OBERON,"From monster's view, and all things shall be peace."
III,II,PUCK,"My fairy lord, this must be done with haste,"
III,II,PUCK,"For night's swift dragons cut the clouds full fast,"
III,II,PUCK,And yonder shines Aurora's harbinger;
III,II,PUCK,"At whose approach, ghosts, wandering here and there,"
III,II,PUCK,"Troop home to churchyards, to their wormy beds."
III,II,OBERON,But we are spirits of another sort:
III,II,OBERON,"I with the morning's love have oft made sport,"
III,II,OBERON,"Even till the eastern gate, all fiery-red,"
III,II,OBERON,"Opening on Neptune with fair blessed beams,"
III,II,OBERON,Turns into yellow gold his salt green streams.
III,II,OBERON,"But, notwithstanding, haste; make no delay:"
III,II,OBERON,We may effect this business yet ere day.
III,II,StageDirection,Exit
III,II,PUCK,"Up and down, up and down,"
III,II,PUCK,I will lead them up and down:
III,II,PUCK,I am fear'd in field and town:
III,II,PUCK,"Goblin, lead them up and down."
III,II,PUCK,Here comes one.
III,II,StageDirection,Re-enter LYSANDER
III,II,LYSANDER,"Where art thou, proud Demetrius?"
III,II,PUCK,"Here, villain; drawn and ready."
III,II,LYSANDER,I will be with thee straight.
III,II,PUCK,"Follow me, then, to plainer ground."
III,II,StageDirection,"Exit LYSANDER, following the voice."
III,II,StageDirection,Re-enter DEMETRIUS.
III,II,DEMETRIUS,Lysander\! speak again:
III,II,DEMETRIUS,"Thou runaway, thou coward, art thou fled?"
III,II,DEMETRIUS,Speak\! In some bush? Where dost thou hide thy head?
III,II,PUCK,"Thou coward, art thou bragging to the stars,"
III,II,PUCK,"Telling the bushes that thou look'st for wars,"
III,II,PUCK,And wilt not come?
III,II,DEMETRIUS,"Yea, art thou there?"
III,II,PUCK,Follow my voice: we'll try no manhood here. 		*Exeunt*
III,II,StageDirection,Re-enter LYSANDER
III,II,LYSANDER,The villain is much lighter-heel'd than I:
III,II,LYSANDER,"I follow'd fast, but faster he did fly;"
III,II,LYSANDER,"That fallen am I in dark uneven way,"
III,II,LYSANDER,And here will rest me. (*Lies down.)*
III,II,LYSANDER,"Come, thou gentle day\!"
III,II,LYSANDER,"For if but once thou show me thy grey light,"
III,II,LYSANDER,I'll find Demetrius and revenge this spite.              	*Sleeps*
III,II,StageDirection,Re-enter PUCK and DEMETRIUS
III,II,PUCK,"Ho, ho, ho\! Coward, why comest thou not?"
III,II,DEMETRIUS,"Thou runn'st before me, shifting every place,"
III,II,DEMETRIUS,"And darest not stand, nor look me in the face."
III,II,DEMETRIUS,Where art thou now?
III,II,PUCK,Come hither: I am here.
III,II,DEMETRIUS,"Nay, then, thou mock'st me. Thou shalt buy this dear,"
III,II,DEMETRIUS,If ever I thy face by daylight see:
III,II,DEMETRIUS,"Now, go thy way. Faintness constraineth me"
III,II,DEMETRIUS,To measure out my length on this cold bed.
III,II,DEMETRIUS,By day's approach look to be visited.            	*Lies down and sleeps*
III,II,StageDirection,Re-enter HELENA
III,II,HELENA,"O weary night, O long and tedious night,"
III,II,HELENA,"Abate thy hour\! Shine comforts from the east,"
III,II,HELENA,"That I may back to Athens by daylight,"
III,II,HELENA,"And sleep, that sometimes shuts up sorrow's eye,"
III,II,HELENA,Steal me awhile from mine own company.	*Lies down and sleeps*
III,II,PUCK,Yet but three? Come one more;
III,II,PUCK,Two of both kinds make up four.
III,II,PUCK,"Here she comes, curst and sad:"
III,II,PUCK,"Cupid is a knavish lad,"
III,II,PUCK,Thus to make poor females mad.
III,II,StageDirection,Re-enter HERMIA
III,II,HERMIA,"Never so weary, never so in woe,"
III,II,HERMIA,"Bedabbled with the dew and torn with briers,"
III,II,HERMIA,Here will I rest me till the break of day.
III,II,HERMIA,"Heavens shield Lysander, if they mean a fray\!"
III,II,StageDirection,Lies down and sleeps
III,II,PUCK,On the ground
III,II,PUCK,Sleep sound:
III,II,PUCK,I'll apply
III,II,PUCK,"To your eye,"
III,II,PUCK,"Gentle lover, remedy.  *Squeezing the juice on LYSANDER's eyes*"
III,II,PUCK,"When thou wakest,"
III,II,PUCK,Thou takest
III,II,PUCK,True delight
III,II,PUCK,In the sight
III,II,PUCK,Of thy former lady's eye:
III,II,PUCK,Jack shall have Jill;
III,II,PUCK,Nought shall go ill;
III,II,PUCK,"The man shall have his mare again, and all shall be well.		*Exit*"
IV,I,StageDirection,"Enter TITANIA and BOTTOM; PEASEBLOSSOM, COBWEB, MUSTARDSEED, and other Fairies attending; OBERON behind unseen"
IV,I,TITANIA,"Come, sit thee down upon this flowery bed,"
IV,I,TITANIA,"While I thy amiable cheeks do coy,"
IV,I,TITANIA,"And stick musk-roses in thy sleek smooth head,"
IV,I,TITANIA,"And kiss thy fair large ears, my gentle joy."
IV,I,BOTTOM,Where's Peaseblossom?
IV,I,PEASEBLOSSOM,Ready.
IV,I,BOTTOM,Scratch my head Peaseblossom. Where's Cobweb?
IV,I,COBWEB,Ready.
IV,I,BOTTOM,"Cobweb, good Cobweb, get you your weapons in your hand, and kill me a red-hipped humble-bee, and bring me the honey-bag. And, good Cobweb, have a care the honey-bag break not. Where's Mustardseed?"
IV,I,MUSTARDSEED,What's your will?
IV,I,BOTTOM,"Nothing, good mistress, but to help Peaseblossom to scratch. I must to the barber's, for methinks I am marvellous hairy about the face; and I am such a tender ass, if my hair do but tickle me, I must scratch."
IV,I,TITANIA,"What, wilt thou hear some music, my sweet love?"
IV,I,BOTTOM,I have a reasonable good ear in music. Let's have the tongs and the bones.
IV,I,TITANIA,"Or say, sweet love, what thou desirest to eat."
IV,I,BOTTOM,"I could munch your good dry oats. Methinks I have a great desire to a bottle of hay: good hay, sweet hay, hath no fellow."
IV,I,TITANIA,I have a venturous fairy that shall seek
IV,I,TITANIA,"The squirrel's hoard, and fetch thee new nuts."
IV,I,BOTTOM,I had rather have a handful or two of dried peas.
IV,I,BOTTOM,"But, I pray you, let none of your people stir me: I have an exposition of sleep come upon me."
IV,I,TITANIA,"Sleep thou, and I will wind thee in my arms."
IV,I,TITANIA,"Fairies, begone, and be all ways away.		*Exeunt fairies*"
IV,I,TITANIA,So doth the woodbine the sweet honeysuckle
IV,I,TITANIA,Gently entwist; the female ivy so
IV,I,TITANIA,Enrings the barky fingers of the elm.
IV,I,TITANIA,"O, how I love thee\! how I dote on thee\!          	*They sleep*"
IV,I,StageDirection,Enter PUCK
IV,I,OBERON,"Welcome, good Robin. See'st thou this sweet sight?"
IV,I,OBERON,Her dotage now I do begin to pity:
IV,I,OBERON,"For, meeting her of late behind the wood,"
IV,I,OBERON,I then did ask of her her changeling child;
IV,I,OBERON,"Which straight she gave me, and her fairy sent"
IV,I,OBERON,To bear him to my bower in fairy land.
IV,I,OBERON,"And now I have the boy, I will undo"
IV,I,OBERON,This hateful imperfection of her eyes:
IV,I,OBERON,"And, gentle Puck, take this transformed scalp"
IV,I,OBERON,From off the head of this Athenian swain;
IV,I,OBERON,"That, he awaking when the other do,"
IV,I,OBERON,May all to Athens back again repair
IV,I,OBERON,And think no more of this night's accidents
IV,I,OBERON,But as the fierce vexation of a dream.
IV,I,OBERON,But first I will release the Fairy Queen.
IV,I,OBERON,Be as thou wast wont to be;
IV,I,OBERON,See as thou wast wont to see:
IV,I,OBERON,Dian's bud o'er Cupid's flower
IV,I,OBERON,Hath such force and blessed power.
IV,I,OBERON,"Now, my Titania; wake you, my sweet queen."
IV,I,TITANIA,My Oberon\! what visions have I seen\!
IV,I,TITANIA,Methought I was enamour'd of an ass.
IV,I,OBERON,There lies your love.
IV,I,TITANIA,How came these things to pass?
IV,I,TITANIA,"O, how mine eyes do loathe his visage now\!"
IV,I,OBERON,"Silence awhile. Robin, take off this head."
IV,I,OBERON,"Titania, music call; and strike more dead"
IV,I,OBERON,Than common sleep of all these five the sense.
IV,I,TITANIA,"Music, ho\! music, such as charmeth sleep\!"
IV,I,StageDirection,Music begins.
IV,I,PUCK,"Now, when thou wakest, with thine own fool's eyes peep."
IV,I,OBERON,"Sound, music\! Come, my queen, take hands with me,"
IV,I,OBERON,And rock the ground whereon these sleepers be.
IV,I,OBERON,"Now thou and I are new in amity,"
IV,I,OBERON,And will to-morrow midnight solemnly
IV,I,OBERON,"Dance in Duke Theseuss' house triumphantly,"
IV,I,OBERON,And bless it to all fair prosperity:
IV,I,OBERON,There shall the pairs of faithful lovers be
IV,I,OBERON,"Wedded, with Theseus, all in jollity."
IV,I,PUCK,"Fairy king, attend, and mark:"
IV,I,PUCK,I do hear the morning lark.
IV,I,OBERON,"We the globe can compass soon,"
IV,I,OBERON,Swifter than the wandering moon.
IV,I,TITANIA,"Come, my lord, and in our flight"
IV,I,TITANIA,Tell me how it came this night
IV,I,TITANIA,That I sleeping here was found
IV,I,TITANIA,With these mortals on the ground.       	*Exeunt*
IV,I,StageDirection,"Horns winded within;  Enter THESEUS, HIPPOLYTA, EGEUS, PHILOSTRATE, and train"
IV,I,THESEUS,"Go, one of you, find out the forester;"
IV,I,THESEUS,My love shall hear the music of my hounds.
IV,I,THESEUS,Uncouple in the western valley; let them go:
IV,I,THESEUS,"Dispatch, I say, and find the forester."
IV,I,StageDirection,Exit an Attendant
IV,I,THESEUS,"We will, fair queen, up to the mountain's top,"
IV,I,THESEUS,And mark the musical confusion
IV,I,THESEUS,Of hounds and echo in conjunction.
IV,I,HIPPOLYTA,"I was with Hercules and Cadmus once,"
IV,I,HIPPOLYTA,When in a wood of Crete they bay'd the bear
IV,I,HIPPOLYTA,With hounds of Sparta: never did I hear
IV,I,HIPPOLYTA,"Such gallant chiding: for, besides the groves,"
IV,I,HIPPOLYTA,"The skies, the fountains, every region near"
IV,I,HIPPOLYTA,Seem'd all one mutual cry: I never heard
IV,I,HIPPOLYTA,"So musical a discord, such sweet thunder."
IV,I,THESEUS,"My hounds are bred out of the Spartan kind,"
IV,I,THESEUS,"Slow in pursuit, but match'd in mouth like bells,"
IV,I,THESEUS,Each under each. A cry more tuneable
IV,I,THESEUS,Was never holla'd to. Judge when you hear.
IV,I,THESEUS,"But, soft\! what nymphs are these?"
IV,I,EGEUS,"My lord, this is my daughter here asleep;"
IV,I,EGEUS,"And this, Lysander; this Demetrius is;"
IV,I,EGEUS,"This Helena, old Nedar's Helena:"
IV,I,EGEUS,I wonder of their being here together.
IV,I,THESEUS,No doubt they rose up early to observe
IV,I,THESEUS,"The rite of May, and hearing our intent,"
IV,I,THESEUS,Came here in grace our solemnity.
IV,I,THESEUS,"But speak, Egeus; is not this the day"
IV,I,THESEUS,That Hermia should give answer of her choice?
IV,I,EGEUS,"It is, my lord."
IV,I,THESEUS,"Go, bid the huntsmen wake them with their horns."
IV,I,StageDirection,"Horns and shouts within. LYSANDER, DEMETRIUS, HELENA, and                                   HERMIA wake and start up."
IV,I,THESEUS,"Good morrow, friends. Saint Valentine is past:"
IV,I,THESEUS,Begin these wood-birds but to couple now?
IV,I,LYSANDER,"Pardon, my lord."
IV,I,THESEUS,"I pray you all, stand up."
IV,I,THESEUS,I know you two are rival enemies:
IV,I,THESEUS,"How comes this gentle concord in the world,"
IV,I,THESEUS,"To sleep by hate, and fear no enmity?"
IV,I,LYSANDER,"My lord, I shall reply amazedly,"
IV,I,LYSANDER,"Half sleep, half waking: but as yet, I swear,"
IV,I,LYSANDER,I cannot truly say how I came here;
IV,I,LYSANDER,"But now do I bethink me, so it is,--"
IV,I,LYSANDER,I came with Hermia hither: our intent
IV,I,LYSANDER,"Was to be gone from Athens, where we might"
IV,I,LYSANDER,Without the peril of the Athenian law---
IV,I,EGEUS,"Enough, enough, my lord; you have enough:"
IV,I,EGEUS,"I beg the law, the law, upon his head."
IV,I,EGEUS,"They would have stolen away; they would, Demetrius,"
IV,I,EGEUS,"Thereby to have defeated you and me,"
IV,I,EGEUS,"You of your wife and me of my consent,"
IV,I,EGEUS,Of my consent that she should be your wife.
IV,I,DEMETRIUS,"My lord, fair Helen told me of their stealth,"
IV,I,DEMETRIUS,"And I in fury hither follow'd them,"
IV,I,DEMETRIUS,Fair Helena in fancy following me.
IV,I,DEMETRIUS,"But, my good lord, I wot not by what power,--"
IV,I,DEMETRIUS,"But by some power it is,--my love to Hermia,"
IV,I,DEMETRIUS,"Melted as the snow, seems to me now"
IV,I,DEMETRIUS,As the remembrance of an idle gaud
IV,I,DEMETRIUS,Which in my childhood I did dote upon;
IV,I,DEMETRIUS,"And all the faith, the virtue of my heart,"
IV,I,DEMETRIUS,"The object and the pleasure of mine eye,"
IV,I,DEMETRIUS,"Is only Helena. To her, my lord,"
IV,I,DEMETRIUS,Was I betroth'd ere I saw Hermia:
IV,I,DEMETRIUS,"But, like in sickness, did I loathe this food;"
IV,I,DEMETRIUS,"But, as in health, come to my natural taste,"
IV,I,DEMETRIUS,"Now I do wish it, love it, long for it,"
IV,I,DEMETRIUS,And will for evermore be true to it.
IV,I,THESEUS,"Fair lovers, you are fortunately met:"
IV,I,THESEUS,Of this discourse we more will hear anon.
IV,I,THESEUS,"Egeus, I will overbear your will;"
IV,I,THESEUS,For in the temple by and by with us
IV,I,THESEUS,These couples shall eternally be knit:
IV,I,THESEUS,"And, for the morning now is something worn,"
IV,I,THESEUS,Our purposed hunting shall be set aside.
IV,I,THESEUS,"Away with us to Athens. Come, Hippolyta."
IV,I,StageDirection,"Exeunt THESEUS, HIPPOLYTA, EGEUS, and train"
IV,I,HERMIA,"Methinks I see these things with parted eye,"
IV,I,HERMIA,When every thing seems double.
IV,I,HELENA,So methinks:
IV,I,HELENA,"And I have found Demetrius like a jewel,"
IV,I,HELENA,"Mine own, and not mine own."
IV,I,DEMETRIUS,Are you sure
IV,I,DEMETRIUS,That we are awake? Do not you think
IV,I,DEMETRIUS,"The duke was here, and bid us follow him?"
IV,I,HERMIA,Yea; and my father.
IV,I,HELENA,And Hippolyta.
IV,I,LYSANDER,And he did bid us follow to the temple.
IV,I,DEMETRIUS,"Why, then, we are awake: let's follow him"
IV,I,DEMETRIUS,And by the way let us recount our dreams.
IV,I,StageDirection,Exeunt
IV,I,BOTTOM,"When my cue comes, call me, and I will answer: my next is, 'Most fair Pyramus.' Heigh-ho\! Petra Quince\!  Flute, the bellows-mender\! Snout\! Starveling\!  God's my life, stolen hence, and left me asleep\!  I have had a most rare vision. I have had a dream, past the wit of man to say what dream it was: man is but an ass, if he go about to expound this dream. Methought I was—there is no man can tell what. Methought I was,--and methought I had,--but man is but a patched fool, if he will offer to say what methought I had. The eye of man hath not heard, the ear of man hath not seen, nor his tongue to conceive what my dream was. I will get Petra Quince to write a ballad of this dream: it shall be called Bottom's Dream, because it hath no bottom; and I will sing it in the latter end of a play, before the duke.       *Exit*"
IV,II,StageDirection,"Enter QUINCE, SNOUT, SNUG, and STARVELING"
IV,II,QUINCE,Have you sent to Bottom's house? Is he come home yet?
IV,II,STARVELING,He cannot be heard of. Out of doubt he is transported.
IV,II,SNOUT,"If he come not, then the play is marred: it goes not forward, doth it?"
IV,II,QUINCE,It is not possible: you have not a man in all Athens able to discharge Pyramus but he.
IV,II,SNUG,"No, he hath simply the best wit of any handicraft man in Athens."
IV,II,QUINCE,Yea and the best person too; and he is a very paramour for a sweet voice.
IV,II,StageDirection,Enter FLUTE
IV,II,FLUTE,"Friends, the duke is coming from the temple, and there is two or three lords and ladies more married: if our sport had gone forward, we had all been made men."
IV,II,SNUG,"O sweet bully Bottom\! Thus hath he lost sixpence a day during his life.     An the duke had not given him sixpence a day for playing Pyramus, I'll be hanged."
IV,II,SNOUT,"He would have deserved it: sixpence a day in Pyramus, or nothing."
IV,II,StageDirection,Enter BOTTOM
IV,II,BOTTOM,Where are these friends? where are these hearts?
IV,II,QUINCE,Bottom\! O most courageous day\! O most happy hour\!
IV,II,BOTTOM,"Masters, I am to discourse wonders: but ask me not what; for if I tell you, I am no true Athenian. I will tell you every thing, right as it fell out."
IV,II,QUINCE,"Let us hear, sweet Bottom."
IV,II,BOTTOM,"Not a word of me. All that I will tell you is, that the duke hath dined. Get your apparel together; meet presently at the palace; every man look o'er his part; for the short and the long is, our play is preferred. In any case, let Thisbe have clean linen; and let not her that plays the lion pair her nails. And, most dear actors, eat no onions nor garlic, for we are to utter sweet breath; and I do not doubt but to hear them say, it is a sweet comedy. No more words: away\! go, away\!"
IV,II,StageDirection,Exeunt
V,I,StageDirection,"Enter THESEUS, HIPPOLYTA, PHILOSTRATE, Lords and Attendants"
V,I,HIPPOLYTA,"'Tis strange my Theseus, that these lovers speak of."
V,I,THESEUS,More strange than true: I never may believe
V,I,THESEUS,"These antique fables, nor these fairy toys."
V,I,THESEUS,"The lunatic, the lover and the poet"
V,I,THESEUS,Are of imagination all compact:
V,I,THESEUS,"One sees more devils than vast hell can hold,"
V,I,THESEUS,"That is, the madman: the lover, all as frantic,"
V,I,THESEUS,Sees Helen's beauty in a pox-faced drudge:
V,I,THESEUS,And as imagination bodies forth
V,I,THESEUS,"The forms of things unknown, the poet's pen"
V,I,THESEUS,"Turns them to shapes, and gives to airy nothing"
V,I,THESEUS,A local habitation and a name.
V,I,THESEUS,"Such tricks hath strong imagination,"
V,I,THESEUS,"O in the night, imagining some fear,"
V,I,THESEUS,How easy is a bush supposed a bear\!
V,I,HIPPOLYTA,"But all the story of the night told over,"
V,I,HIPPOLYTA,"And all their minds transfigured so together,"
V,I,HIPPOLYTA,More witnesseth than fancy's images
V,I,HIPPOLYTA,And grows to something of great constancy;
V,I,HIPPOLYTA,"But, howsoever, strange and admirable."
V,I,StageDirection,"Enter LYSANDER, DEMETRIUS, HERMIA, and HELENA"
V,I,THESEUS,"Joy, gentle friends\! joy and fresh days of love"
V,I,THESEUS,Accompany your hearts\!
V,I,LYSANDER,More than to us
V,I,LYSANDER,"Wait in your royal walks, your board, your bed\!"
V,I,THESEUS,"Come now; what masques, what dances shall we have,"
V,I,THESEUS,To wear away this long age of three hours
V,I,THESEUS,Between our after-supper and bed-time?
V,I,THESEUS,Where is our usual manager of mirth?
V,I,THESEUS,What revels are in hand? Call Philostrate.
V,I,PHILOSTRATE,"Here, mighty Theseus."
V,I,THESEUS,"Say, what abridgement have you for this evening?"
V,I,PHILOSTRATE,There is a brief how many sports are ripe:
V,I,PHILOSTRATE,Make choice of which your highness will see first.
V,I,PHILOSTRATE,"\[*Reads*\] 'The battle with the Centaurs, to be sung"
V,I,PHILOSTRATE,By an Athenian eunuch to the harp.'
V,I,THESEUS,"We'll none of that: that have I told my love,"
V,I,THESEUS,In glory of my kinsman Hercules.
V,I,PHILOSTRATE,"'The riot of the tipsy Bacchanals,"
V,I,PHILOSTRATE,Tearing the Thracian singer in their rage.'
V,I,THESEUS,That is an old device; and it was play'd
V,I,THESEUS,When I from Thebes came last a conqueror.
V,I,PHILOSTRATE,'The thrice three Muses mourning for the death
V,I,PHILOSTRATE,"Of Learning, late deceased in beggary.'"
V,I,THESEUS,"That is some satire, keen and critical,"
V,I,THESEUS,Not sorting with a nuptial ceremony.
V,I,PHILOSTRATE,'A tedious brief scene of young Pyramus
V,I,PHILOSTRATE,And his love Thisbe; very tragical mirth.'
V,I,THESEUS,Merry and tragical\! tedious and brief\!
V,I,THESEUS,How shall we find the concord of this discord?
V,I,PHILOSTRATE,"A play there is, my lord, some ten words long,"
V,I,PHILOSTRATE,Which is as brief as I have known a play;
V,I,PHILOSTRATE,"But by ten words, my lord, it is too long,"
V,I,PHILOSTRATE,Which makes it tedious; for in all the play
V,I,PHILOSTRATE,"There is not one word apt, one player fitted:"
V,I,PHILOSTRATE,"And tragical, my noble lord, it is;"
V,I,PHILOSTRATE,For Pyramus therein doth kill himself.
V,I,PHILOSTRATE,"Which, when I saw rehearsed, I must confess,"
V,I,PHILOSTRATE,Made mine eyes water; but more merry tears
V,I,PHILOSTRATE,The passion of loud laughter never shed.
V,I,HIPPOLYTA,What are they that do play it?
V,I,PHILOSTRATE,"Hard-handed folk that work in Athens here,"
V,I,PHILOSTRATE,"Which never labour'd in their minds till now,"
V,I,PHILOSTRATE,And now have toil'd their unbreathed memories
V,I,PHILOSTRATE,"With this same play, against your nuptial."
V,I,THESEUS,And we will hear it.
V,I,PHILOSTRATE,"No, my noble lord;"
V,I,PHILOSTRATE,"It is not for you: I have heard it over,"
V,I,PHILOSTRATE,"And it is nothing, nothing in the world;"
V,I,PHILOSTRATE,"Unless you can find sport in their intents,"
V,I,PHILOSTRATE,"Extremely stretch'd and conn'd with cruel pain,"
V,I,PHILOSTRATE,To do you service.
V,I,THESEUS,I will hear that play;
V,I,THESEUS,"For never anything can be amiss,"
V,I,THESEUS,When simpleness and duty tender it.
V,I,THESEUS,"Go, bring them in: and take your places, ladies."
V,I,StageDirection,Exit PHILOSTRATE
V,I,HIPPOLYTA,I love not to see wretchedness o'er charged
V,I,HIPPOLYTA,And duty in his service perishing.
V,I,THESEUS,"Why, gentle sweet, you shall see no such thing."
V,I,HIPPOLYTA,He says they can do nothing in this kind.
V,I,THESEUS,"The kinder we, to give them thanks for nothing."
V,I,THESEUS,Our sport shall be to take what they mistake:
V,I,THESEUS,"And what poor duty cannot do, noble respect"
V,I,THESEUS,"Takes it in might, not merit."
V,I,THESEUS,"Where I have come, great clerks have purposed"
V,I,THESEUS,To greet me with premeditated welcomes;
V,I,THESEUS,"Where I have seen them shiver and look pale,"
V,I,THESEUS,"Make periods in the midst of sentences,"
V,I,THESEUS,Throttle their practiced accent in their fears
V,I,THESEUS,"And in conclusion dumbly have broke off,"
V,I,THESEUS,"Not paying me a welcome. Trust me, sweet,"
V,I,THESEUS,Out of this silence yet I pick'd a welcome;
V,I,THESEUS,And in the modesty of fearful duty
V,I,THESEUS,I read as much as from the rattling tongue
V,I,THESEUS,Of saucy and audacious eloquence.
V,I,THESEUS,"Love, therefore, and tongue-tied simplicity"
V,I,THESEUS,"In least speak most, to my capacity."
V,I,StageDirection,Re-enter PHILOSTRATE
V,I,PHILOSTRATE,"So please your grace, the Prologue is address'd."
V,I,THESEUS,Let him approach.
V,I,StageDirection,Flourish of trumpets
V,I,StageDirection,Enter QUINCE for the Prologue
V,I,THESEUS,"If we offend, it is with our good will."
