play,author,act,scene,player,text,annotation,highlight,cutting,revision
,,2,1,TITANIA,No night is now with hymn or carol blest:,,,,
,,2,1,TITANIA,"Therefore the moon, the governess of floods,",,,,
,,2,1,TITANIA,"Pale in her anger, washes all the air,",,,,
,,2,1,TITANIA,That rheumatic diseases do abound:,[**Rheumatic diseases**](https://ard.bmj.com/content/annrheumdis/26/6/562.full.pdf) refers to diseases with watery discharge.,rheumatic diseases,,
,,2,1,TITANIA,And thorough this distemperature we see,,,,
,,2,1,TITANIA,The seasons alter: hoary-headed frosts,[*Hoary-headed*](https://www.dictionary.com/browse/hoary-headed) refers to having gray or white hair from age,hoary-headed,,
,,2,1,TITANIA,"Far in the fresh lap of the crimson rose,",,,,
,,2,1,TITANIA,And on old Hiems' thin and icy crown,"This is a personification of [**Hiems**](https://twitter.com/digitalmapsaw/status/1331962417048379392), the coldest season of the year",Hiems,,
,,2,1,TITANIA,An odorous chaplet of sweet summer buds,,,,
,,2,1,TITANIA,"Is, as in mockery, set: the spring, the summer,",,,,
,,2,1,TITANIA,"The childing autumn, angry winter, change",,,,
,,2,1,TITANIA,"Their wonted liveries, and the mazed world,",**Wonted Liveries** refers to accustomed attire,wonted liveries,,
,,2,1,TITANIA,"By their increase, now knows not which is which:",,,,
,,2,1,TITANIA,And this same progeny of evils comes,,,,
,,2,1,TITANIA,"From our debate, from our dissension,",**Dissension** would be pronounced as four syllables.,dissension,,
,,2,1,TITANIA,We are their parents and original.,,,,
,,2,1,OBERON,"Do you amend it then, it lies in you:",,,,
,,2,1,OBERON,Why should Titania cross her Oberon?,,,,
,,2,1,OBERON,"I do but beg a little changeling boy,",,,,
,,2,1,OBERON,To be my henchman.,,,,
,,2,1,TITANIA,Set your heart at rest:,,,,
,,2,1,TITANIA,The fairy land buys not the child of me.,,,,
,,2,1,TITANIA,His mother was a votaress of my order:,"*Votaress* would be pronounced in two syllables here, and is a woman who is a devoted follower or admirer, known as a [*votary*](https://www.dictionary.com/browse/votary)",votaress,,
,,2,1,TITANIA,"And, in the spiced Indian air, by night,",,,,
,,2,1,TITANIA,"Full often hath she gossip'd by my side,",,,,
,,2,1,TITANIA,"And sat with me on Neptune's yellow sands,",[**Neptune**](https://shakespeare-navigators.com/dream/Dream_Note_2_1_126.html) is the god of the sea,Neptune,,
,,2,1,TITANIA,"Marking the embarked traders on the flood,",,,,
,,2,1,TITANIA,When we have laugh'd to see the sails conceive,,,,
,,2,1,TITANIA,"And grow big-bellied with the wanton wind,",,,,
,,2,1,TITANIA,"Which she, with pretty and with swimming gait",,,,
,,2,1,TITANIA,"Following,--her womb then rich with my young squire,--",,,,
,,2,1,TITANIA,"Would imitate, and sail upon the land,",,,,
,,2,1,TITANIA,"To fetch me trifles, and return again,",,,,
,,2,1,TITANIA,"As from a voyage, rich with merchandise.",,,,
,,2,1,TITANIA,"But she, being mortal, of that boy did die,","Approximately one percent of women died in childbirth during this time period, making death by childbirth a stadard trope for mortality.",,,
,,2,1,TITANIA,"And for her sake do I rear up her boy,",,,,
,,2,1,TITANIA,And for her sake I will not part with him.,,,,
,,2,1,OBERON,How long within this wood intend you stay?,,,,
,,2,1,TITANIA,Perchance till after Theseus' wedding-day.,,,,
,,2,1,TITANIA,If you will patiently dance in our round,,,,
,,2,1,TITANIA,"And see our moonlight revels, go with us,",,,,
,,2,1,TITANIA,"If not, shun me, and I will spare your haunts.","In this occurence, **spare** means avoid",spare,,
,,2,1,OBERON,"Give me that boy, and I will go with thee.",,,,
,,2,1,TITANIA,"Not for thy fairy kingdom. Fairies, away!",,,,
,,2,1,TITANIA,"We shall chide downright, if I longer stay.",,,,
,,2,1,StageDirection,Exit TITANIA with her train,"There is no stage direction for Oberon's train to exit here, but we must assume that they do, as they would most likely not be present for the dialogue that is forthcoming between Oberon and Puck. This would be a good place for Oberon to command his train to exit.",,,
,,2,1,OBERON,"Well, go thy way: thou shalt not from this grove",,,,
,,2,1,OBERON,Till I torment thee for this injury.,,,,
,,2,1,OBERON,"My gentle Puck, come hither. Thou rememberest",,,,
,,2,1,OBERON,"Since once I sat upon a promontory,",,,,
,,2,1,OBERON,And heard a mermaid on a dolphin's back,,,,
,,2,1,OBERON,Uttering such dulcet and harmonious breath,,,,
,,2,1,OBERON,That the rude sea grew civil at her song,,,,
,,2,1,OBERON,"And certain stars shot madly from their spheres,",,,,
,,2,1,OBERON,To hear the sea-maid's music.,,,,
,,2,1,PUCK,I remember.,,,,
,,2,1,OBERON,"That very time I saw, but thou couldst not,",,,,
,,2,1,OBERON,"Flying between the cold moon and the earth,",,,,
,,2,1,OBERON,Cupid all arm'd: a certain aim he took,,,,
,,2,1,OBERON,"At a fair vestal throned by the west,","[**Vestal**](https://www.collinsdictionary.com/us/dictionary/english/vestal) means virgin, and in this instance is likely [an allusion to Queen Elizabeth.](https://www.sparknotes.com/shakespeare/msnd/section3/page/2/)",vestal,,
,,2,1,OBERON,"And loosed his love-shaft smartly from his bow,",,,,
,,2,1,OBERON,"As it should pierce a hundred thousand hearts,",,,,
,,2,1,OBERON,But I might see young Cupid's fiery shaft,,,,
,,2,1,OBERON,"Quench'd in the chaste beams of the watery moon,","*Watery* should be pronounced in two syllables. The [**watery moon**](https://journeys.dartmouth.edu/exploratoryshakespeare/2015/07/07/diana-the-watery-moon/) is a reference to the goddess of the moon, Diana. ",watery,,
,,2,1,OBERON,"And the imperial votaress passed on,",,,,
,,2,1,OBERON,"In maiden meditation, fancy-free.",,,,
,,2,1,OBERON,Yet mark'd I where the bolt of Cupid fell:,,,,
,,2,1,OBERON,"It fell upon a little western flower,",,,,
,,2,1,OBERON,"Before milk-white, now purple with love's wound,",,,,
,,2,1,OBERON,And maidens call it love-in-idleness.,[**Love in idleness** refers to the pansy.](https://public.wsu.edu/~delahoyd/shakespeare/mnd2.html),love-in-idelness,,
,,2,1,OBERON,"Fetch me that flower, the herb I shew'd thee once:",,,,
,,2,1,OBERON,The juice of it on sleeping eye-lids laid,,,,
,,2,1,OBERON,Will make or man or woman madly dote,,,,
,,2,1,OBERON,Upon the next live creature that it sees.,,,,
,,2,1,OBERON,"Fetch me this herb, and be thou here again",,,,
,,2,1,OBERON,Ere the leviathan can swim a league.,"The **leviathan** is a biblical sea serpent, depicted in a drawing [here](https://www.pinterest.com/pin/485614772315736476/).",leviathan,,
,,2,1,PUCK,I'll put a girdle round about the earth,,,,
,,2,1,PUCK,In forty minutes.,,,,
,,2,1,StageDirection,Exit,,,,
,,2,1,OBERON,"Having once this juice,",,,,
,,2,1,OBERON,"I'll watch Titania when she is asleep,",,,,
,,2,1,OBERON,And drop the liquor of it in her eyes.,,,,
,,2,1,OBERON,"The next thing then she waking looks upon,",,,,
,,2,1,OBERON,"Be it on lion, bear, or wolf, or bull,",,,,
,,2,1,OBERON,"On meddling monkey, or on busy ape,",,,,
,,2,1,OBERON,She shall pursue it with the soul of love:,"**Soul of love** refers to the deepest or purest love, by using *soul* to mean the quintessence",soul of love,,
,,2,1,OBERON,"And ere I take this charm from off her sight,",,,,
,,2,1,OBERON,"As I can take it with another herb,",,,,
,,2,1,OBERON,I'll make her render up her page to me.,,,,
,,2,1,OBERON,"But who comes here? I am invisible,",,,,
,,2,1,OBERON,And I will overhear their conference.,,,,
,,2,1,StageDirection,"Enter DEMETRIUS, HELENA, following him",,,,
,,2,1,DEMETRIUS,"I love thee not, therefore pursue me not.",,,,
,,2,1,DEMETRIUS,Where is Lysander and fair Hermia?,,,,
,,2,1,DEMETRIUS,"The one I'll slay, the other slayeth me.","**Stay** means cause to stop or pause, so he is saying he'll cause Lysander to stop because Demetrius believes he is in love with Hermia, and Hermia causes him to stop in order to woo her.",,,
,,2,1,DEMETRIUS,"Thou told'st me they were stolen unto this wood,",,,,
,,2,1,DEMETRIUS,"And here am I, and wode within this wood,",,,,
,,2,1,DEMETRIUS,Because I cannot meet my Hermia.,,,,
,,2,1,DEMETRIUS,"Hence, get thee gone, and follow me no more.",,,,
,,2,1,HELENA,"You draw me, you hard-hearted adamant,",[**Adamant**](https://myshakespeare.com/midsummer-nights-dream/act-2-scene-1-popup-note-index-item-adamant) is referring to a naturally occurring magnet.  Helena is pointing out her attraction to Demetrius like a piece of metal to a magnet.,adamant,,
,,2,1,HELENA,"But yet you draw not iron, for my heart",[Steel is stronger and more trustworthy than iron.](https://myshakespeare.com/midsummer-nights-dream/act-2-scene-1-popup-note-index-item-true-steel),,,
,,2,1,HELENA,"Is true as steel: leave you your power to draw,",,,,
,,2,1,HELENA,And I shall have no power to follow you.,,,,
,,2,1,DEMETRIUS,Do I entice you? do I speak you fair?,[**Speak you fair**](https://ythi.net/idioms-proverbs/english/speak-fair-and-think-what-you-like/) means speak with kindness.,speak you fair,,
,,2,1,DEMETRIUS,"Or, rather, do I not in plainest truth",,,,
,,2,1,DEMETRIUS,"Tell you, I do not, nor I cannot love you?",,,,
,,2,1,HELENA,And even for that do I love you the more.,,,,
,,2,1,HELENA,"I am your spaniel, and, Demetrius,","This is Helena's lowest point of groveling, asking Demetrius to treat her like a dog that he beats, and telling him that [the more he beats her, the more she will love him.](https://www.enotes.com/homework-help/from-which-shakespearean-work-does-quote-below-140643). Staging often includes Helena crawling on the floor after Demetrius.",,,
,,2,1,HELENA,"The more you beat me, I will fawn on you:",,,,
,,2,1,HELENA,"Use me but as your spaniel, spurn me, strike me,",,,,
,,2,1,HELENA,"Neglect me, lose me, only give me leave,",**Loose** and **Lose** in this time period were interchangable spelling variants for both meanings that are distinguished by the spelling difference now. Either definition works here.,lose,,
,,2,1,HELENA,"Unworthy as I am, to follow you.",,,,
,,2,1,HELENA,"What worser place can I beg in your love,--",,,,
,,2,1,HELENA,"And yet a place of high respect with me,--",,,,
,,2,1,HELENA,Than to be used as you use your dog?,,,,
,,2,1,DEMETRIUS,"Tempt not too much the hatred of my spirit,",,,,
,,2,1,DEMETRIUS,For I am sick when I do look on thee.,,,,
,,2,1,HELENA,And I am sick when I look not on you.,,,,
,,2,1,DEMETRIUS,"You do impeach your modesty too much,",*Impeach* means to call into question.,impeach,,
,,2,1,DEMETRIUS,To leave the city and commit yourself,,,,
,,2,1,DEMETRIUS,"Into the hands of one that loves you not,",,,,
,,2,1,DEMETRIUS,To trust the opportunity of night,,,,
,,2,1,DEMETRIUS,And the ill counsel of a desert place,**Ill counsel of a desert place** refers to the temptation of being alone.,ill counsel of a desert place,,
,,2,1,DEMETRIUS,With the rich worth of your virginity.,,,,
,,2,1,HELENA,Your virtue is my privilege: for that,,,,
,,2,1,HELENA,"It is not night when I do see your face,",,,,
,,2,1,HELENA,"Therefore I think I am not in the night,",,,,
,,2,1,HELENA,"Nor doth this wood lack worlds of company,",,,,
,,2,1,HELENA,For you in my respect are all the world:,,,,
,,2,1,HELENA,"Then how can it be said I am alone,",,,,
,,2,1,HELENA,When all the world is here to look on me?,,,,
,,2,1,DEMETRIUS,"I'll run from thee and hide me in the brakes,",,,,
,,2,1,DEMETRIUS,And leave thee to the mercy of wild beasts.,,,,
,,2,1,HELENA,The wildest hath not such a heart as you.,,,,
,,2,1,HELENA,"Run when you will, the story shall be changed:",,,,
,,2,1,HELENA,"Apollo flies, and Daphne holds the chase,","A suggestion of reversal of the Greek myth of [Apollo and Daphne](https://en.wikipedia.org/wiki/Apollo_and_Daphne), a story in which the nymph Daphne asked to be turned into a tree to escape the god Apollo, who insistently pursued her.",,,
,,2,1,HELENA,"The dove pursues the griffin, the mild hind","The **Griffin** is a mythological creature that is half lion, half eagle, as seen [in this painting.](https://www.ancient-origins.net/sites/default/files/field/image/griffin.jpg)",griffin,,
,,2,1,HELENA,"Makes speed to catch the tiger, bootless speed,",*Bootless speed* refers to futile speed that cannot reach its target.,bootless speed,,
,,2,1,HELENA,When cowardice pursues and valour flies.,,,,
,,2,1,DEMETRIUS,"I will not stay thy questions, let me go:",,,,
,,2,1,DEMETRIUS,"Or, if thou follow me, do not believe",,,,
,,2,1,DEMETRIUS,But I shall do thee mischief in the wood.,*Mischeif* here means serious harm or injury.,mischeif,,
,,2,1,HELENA,"Ay, in the temple, in the town, the field,",,,,
,,2,1,HELENA,"You do me mischief. Fie, Demetrius!",,,,
,,2,1,HELENA,Your wrongs do set a scandal on my sex:,,,,
,,2,1,HELENA,"We cannot fight for love, as men may do,",,,,
,,2,1,HELENA,We should be wood and were not made to woo.,,,,
,,2,1,StageDirection,Exit DEMETRIUS,,,,
,,2,1,HELENA,"I'll follow thee and make a heaven of hell,",,,,
,,2,1,HELENA,To die upon the hand I love so well.,,,,
,,2,1,StageDirection,Exit,,,,
,,2,1,OBERON,"Fare thee well, nymph: ere he do leave this grove,",,,,
,,2,1,OBERON,Thou shalt fly him and he shall seek thy love.,,,,
,,2,1,StageDirection,Re-enter PUCK,,,,
,,2,1,OBERON,"Hast thou the flower there? Welcome, wanderer.",,,,
,,2,1,PUCK,"Ay, there it is.",,,,
,,2,1,OBERON,"I pray thee, give it me.",There is no need to attempt to regulate the iambic pentameter here.  The short and irregular lines suggest a song.  The rhythm returns to iambic pentameter after the first five lines of this soliloquy.,,,
,,2,1,OBERON,"I know a bank where the wild thyme blows,",This text was [set to music](https://www.youtube.com/watch?v=C8eBcAKlo-Y) for SATB choir by Richard Ewer in 2020.,,,
,,2,1,OBERON,"Where oxlips and the nodding violet grows,",,,,
,,2,1,OBERON,"Quite over-canopied with luscious woodbine,","**Woodbine**is a type of climbing plant.  Sometimes it is [honeysuckle,](https://upload.wikimedia.org/wikipedia/commons/3/3b/European_honeysuckle_800.jpg) or other times it is [convolvulus woodbine.](http://medicinalherbinfo.org/000Herbs2016/wp-content/uploads/2017/04/hedge_bindweed.jpg)",woodbine,,
,,2,1,OBERON,With sweet musk-roses and with eglantine:,[**Eglantine**](https://i0.wp.com/streetsofsalem.com/wp-content/uploads/2012/05/rosa_rubiginosa_1.jpg?resize=490%2C454) is a wild rose.,eglantine,,
,,2,1,OBERON,"There sleeps Titania sometime of the night,",,,,
,,2,1,OBERON,"Lull'd in these flowers with dances and delight,",,,,
,,2,1,OBERON,"And there the snake throws her enamell'd skin,",,,,
,,2,1,OBERON,Weed wide enough to wrap a fairy in:,,,,
,,2,1,OBERON,"And with the juice of this I'll streak her eyes,",,,,
,,2,1,OBERON,And make her full of hateful fantasies.,,,,
,,2,1,OBERON,"Take thou some of it, and seek through this grove:",,,,
,,2,1,OBERON,A sweet Athenian lady is in love,,,,
,,2,1,OBERON,"With a disdainful youth: anoint his eyes,",,,,
,,2,1,OBERON,But do it when the next thing he espies,,,,
,,2,1,OBERON,May be the lady: thou shalt know the man,,,,
,,2,1,OBERON,By the Athenian garments he hath on.,,,,
,,2,1,OBERON,"Effect it with some care, that he may prove",,,,
,,2,1,OBERON,More fond on her than she upon her love:,,,,
,,2,1,OBERON,And look thou meet me ere the first cock crow.,,,,
,,2,1,PUCK,"Fear not, my lord, your servant shall do so.",,,,
,,2,1,StageDirection,Exeunt,,,,
,,2,2,StageDirection,SCENE II. Another part of the wood.,,,,
,,2,2,StageDirection,"Enter TITANIA, with her train",,,,
,,2,2,TITANIA,"Come, now a roundel and a fairy song,",,,,
,,2,2,TITANIA,"Then, for the third part of a minute, hence,",,,,
,,2,2,TITANIA,"Some to kill cankers in the musk-rose buds,","[**Cankers**](https://openliterature.net/2012/03/23/word-of-the-day-canker/) are a caterpillar destructive to plants; First known to be use in 1559 in the following meaning, a **Muskrose** is a rose of the Mediterranean region with white flowers having a musky odor.",cankers,,
,,2,2,TITANIA,"Some war with rere-mice for their leathern wings,","[**rere-mice**](http://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.03.0067%3Aalphabetic+letter%3DR%3Aentry+group%3D3%3Aentry%3Drere-mice) are bats, the word ""rere-mice"" literally being the plural of ""rere-mouse.""",rere-mice,,
,,2,2,TITANIA,"To make my small elves coats, and some keep back",,,,
,,2,2,TITANIA,The clamorous owl that nightly hoots and wonders,,,,
,,2,2,TITANIA,"At our quaint spirits. Sing me now asleep,",,,,
,,2,2,TITANIA,Then to your offices and let me rest.,,,,
,,2,2,StageDirection,The Fairies sing,,,,
,,2,2,TITANIA,"You spotted snakes with double tongue,",,,,
,,2,2,TITANIA,"Thorny hedgehogs, be not seen,",,,,
,,2,2,TITANIA,"Newts and blind-worms, do no wrong,","**Newts** are any of various small salamanders (family Salamandridae) that are usually semiaquatic as adults; The **blindworm,* also called a slow worm, is a burrowing limbless European lizard (Anguis fragilis) with small eyes.",Newts,,
,,2,2,TITANIA,Come not near our fairy queen.,,,,
,,2,2,TITANIA,"Philomel, with melody","A **Philomel** is a nightingale, an Old World thrush noted for the sweet usually nocturnal song.",Philomel,,
,,2,2,TITANIA,"Sing in our sweet lullaby,",,,,
,,2,2,TITANIA,"Lulla, lulla, lullaby, lulla, lulla, lullaby:",,,,
,,2,2,TITANIA,"Never harm,",,,,
,,2,2,TITANIA,"Nor spell nor charm,",,,,
,,2,2,TITANIA,"Come our lovely lady nigh,","**Nigh** here means near in place, time, or relationship.",nigh,,
,,2,2,TITANIA,"So, good night, with lullaby.",,,,
,,2,2,TITANIA,"Weaving spiders, come not here,",,,,
,,2,2,TITANIA,"Hence, you long-legg'd spinners, hence!",**Spinners** here in reference to spiders.,spinners,,
,,2,2,TITANIA,"Beetles black, approach not near,",,,,
,,2,2,TITANIA,"Worm nor snail, do no offence.",,,,
,,2,2,TITANIA,"Philomel, with melody,  and c.",,,,
,,2,2,Fairy,"Hence, away! now all is well:",,,,
,,2,2,Fairy,One aloof stand sentinel.,"A **sentinel** is a sentry, a soldier standing guard at a point of passage (such as a gate).",sentinel,,
,,2,2,StageDirection,Exeunt Fairies. TITANIA sleeps,,,,
,,2,2,StageDirection,Enter OBERON and squeezes the flower on TITANIA's eyelids,,,,
,,2,2,OBERON,"What thou seest when thou dost wake,",,,,
,,2,2,OBERON,"Do it for thy true-love take,",,,,
,,2,2,OBERON,Love and languish for his sake:,,,,
,,2,2,OBERON,"Be it ounce, or cat, or bear,",An [**ounce**](https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.03.0068%3Aalphabetic+letter%3DO%3Aentry+group%3D4%3Aentry%3Dounce) is understood in Shakespearean vernacular as a lynx. It is also known as a form of snow leopard in later historical contexts. (Middle English unce lynx.),ounce,,
,,2,2,OBERON,"Pard, or boar with bristled hair,",A [**pard**](https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.03.0079%3Aentry%3DPard) is an arhaic term for a leopard.,pard,,
,,2,2,OBERON,In thy eye that shall appear,,,,
,,2,2,OBERON,"When thou wakest, it is thy dear:",,,,
,,2,2,OBERON,Wake when some vile thing is near.,,,,
,,2,2,StageDirection,Exit,,,,
,,2,2,StageDirection,Enter LYSANDER and HERMIA,,,,
,,2,2,LYSANDER,"Fair love, you faint with wandering in the wood,",,,,
,,2,2,LYSANDER,"And to speak troth, I have forgot our way:",,,,
,,2,2,LYSANDER,"We'll rest us, Hermia, if you think it good,",,,,
,,2,2,LYSANDER,And tarry for the comfort of the day.,,,,
,,2,2,HERMIA,"Be it so, Lysander: find you out a bed,",,,,
,,2,2,HERMIA,For I upon this bank will rest my head.,,,,
,,2,2,LYSANDER,"One turf shall serve as pillow for us both,",A **turf** is a piece of soil bound by grass and plant roots into a thick mat.,turf,,
,,2,2,LYSANDER,"One heart, one bed, two bosoms and one troth.",,,,
,,2,2,HERMIA,"Nay, good Lysander, for my sake, my dear,",,,,
,,2,2,HERMIA,"Lie further off yet, do not lie so near.",,,,
,,2,2,LYSANDER,"O, take the sense, sweet, of my innocence!",,,,
,,2,2,LYSANDER,Love takes the meaning in love's conference.,"**""Love's conference""** here means the meeting of two in love.",love's conference,,
,,2,2,LYSANDER,"I mean, that my heart unto yours is knit",,,,
,,2,2,LYSANDER,"So that but one heart we can make of it,",,,,
,,2,2,LYSANDER,"Two bosoms interchained with an oath,",,,,
,,2,2,LYSANDER,So then two bosoms and a single troth.,A **troth** is loyal or pledged faithfulness.,troth,,
,,2,2,LYSANDER,"Then by your side no bed-room me deny,",,,,
,,2,2,LYSANDER,"For lying so, Hermia, I do not lie.",,,,
,,2,2,HERMIA,Lysander riddles very prettily:,,,,
,,2,2,HERMIA,"Now much beshrew my manners and my pride,",,,,
,,2,2,HERMIA,If Hermia meant to say Lysander lied.,,,,
,,2,2,HERMIA,"But, gentle friend, for love and courtesy",,,,
,,2,2,HERMIA,"Lie further off, in human modesty,",,,,
,,2,2,HERMIA,Such separation as may well be said,,,,
,,2,2,HERMIA,"Becomes a virtuous bachelor and a maid,",,,,
,,2,2,HERMIA,"So far be distant, and, good night, sweet friend:",,,,
,,2,2,HERMIA,Thy love ne'er alter till thy sweet life end!,,,,
,,2,2,LYSANDER,"Amen, amen, to that fair prayer, say I,",,,,
,,2,2,LYSANDER,And then end life when I end loyalty!,,,,
,,2,2,LYSANDER,Here is my bed: sleep give thee all his rest!,,,,
,,2,2,HERMIA,With half that wish the wisher's eyes be press'd!,"**""Press'd""** here means pressed together in sleep.",press'd,,
,,2,2,StageDirection,They sleep,,,,
,,2,2,StageDirection,Enter PUCK,,,,
,,2,2,PUCK,Through the forest have I gone.,,,,
,,2,2,PUCK,"But Athenian found I none,",,,,
,,2,2,PUCK,On whose eyes I might approve,,,,
,,2,2,PUCK,This flower's force in stirring love.,,,,
,,2,2,PUCK,Night and silence.--Who is here?,,,,
,,2,2,PUCK,Weeds of Athens he doth wear:,This line refers to Lysander’s Athenian garb (weeds being his garments).,,,
,,2,2,PUCK,"This is he, my master said,",,,,
,,2,2,PUCK,"Despised the Athenian maid,",,,,
,,2,2,PUCK,"And here the maiden, sleeping sound,",,,,
,,2,2,PUCK,On the dank and dirty ground.,,,,
,,2,2,PUCK,Pretty soul! she durst not lie,,,,
,,2,2,PUCK,"Near this lack-love, this kill-courtesy.",,,,
,,2,2,PUCK,"Churl, upon thy eyes I throw","A **churl** was a medieval peasant, or may have also refered to a rude, ill-bred person.",Churl,,
,,2,2,PUCK,All the power this charm doth owe.,,,,
,,2,2,PUCK,"When thou wakest, let love forbid",,,,
,,2,2,PUCK,Sleep his seat on thy eyelid:,,,,
,,2,2,PUCK,"So awake when I am gone,",,,,
,,2,2,PUCK,For I must now to Oberon.,,,,
,,2,2,StageDirection,Exit,,,,
,,2,2,StageDirection,"Enter DEMETRIUS and HELENA, running",,,,
,,2,2,HELENA,"Stay, though thou kill me, sweet Demetrius.",,,,
,,2,2,DEMETRIUS,"I charge thee, hence, and do not haunt me thus.",,,,
,,2,2,HELENA,"O, wilt thou darkling leave me? do not so.",**Darkling** is an adverb meaning in darkness.,darkling,,
,,2,2,DEMETRIUS,"Stay, on thy peril: I alone will go.",,,,
,,2,2,StageDirection,Exit,,,,
,,2,2,HELENA,"O, I am out of breath in this fond chase!",,,,
,,2,2,HELENA,"The more my prayer, the lesser is my grace.",,,,
,,2,2,HELENA,"Happy is Hermia, wheresoe'er she lies,",,,,
,,2,2,HELENA,For she hath blessed and attractive eyes.,,,,
,,2,2,HELENA,How came her eyes so bright? Not with salt tears:,,,,
,,2,2,HELENA,"If so, my eyes are oftener wash'd than hers.",Helena says here that she certainly cries more often than Hermia.,,,
,,2,2,HELENA,"No, no, I am as ugly as a bear,",,,,
,,2,2,HELENA,For beasts that meet me run away for fear:,,,,
,,2,2,HELENA,Therefore no marvel though Demetrius,,,,
,,2,2,HELENA,"Do, as a monster fly my presence thus.",,,,
,,2,2,HELENA,What wicked and dissembling glass of mine,"In this context, **""glass""** refers to a mirror, **""dissembling""** meaning that which hides under a false appearance or puts on another appearance.",dissembling,,
,,2,2,HELENA,Made me compare with Hermia's sphery eyne?,[**sphery**](https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.03.0079%3Aentry%3DPard) in this context is widely thought to reference to Hermia’s “starlike” eyes.,sphery,,
,,2,2,HELENA,But who is here? Lysander! on the ground!,,,,
,,2,2,HELENA,"Dead? or asleep? I see no blood, no wound.",,,,
,,2,2,HELENA,"Lysander if you live, good sir, awake.",,,,
,,2,2,LYSANDER,[Awaking]  And run through fire I will for thy sweet sake.,,,,
,,2,2,LYSANDER,"Transparent Helena! Nature shows art,",,,,
,,2,2,LYSANDER,That through thy bosom makes me see thy heart.,,,,
,,2,2,LYSANDER,"Where is Demetrius? O, how fit a word",,,,
,,2,2,LYSANDER,Is that vile name to perish on my sword!,,,,
,,2,2,HELENA,"Do not say so, Lysander, say not so",,,,
,,2,2,HELENA,"What though he love your Hermia? Lord, what though?",,,,
,,2,2,HELENA,Yet Hermia still loves you: then be content.,,,,
,,2,2,LYSANDER,"Content with Hermia! No, I do repent",,,,
,,2,2,LYSANDER,The tedious minutes I with her have spent.,,,,
,,2,2,LYSANDER,Not Hermia but Helena I love:,,,,
,,2,2,LYSANDER,Who will not change a raven for a dove?,,,,
,,2,2,LYSANDER,"The will of man is by his reason sway'd,",,,,
,,2,2,LYSANDER,And reason says you are the worthier maid.,,,,
,,2,2,LYSANDER,Things growing are not ripe until their season,,,,
,,2,2,LYSANDER,"So I, being young, till now ripe not to reason,",,,,
,,2,2,LYSANDER,"And touching now the point of human skill,",,,,
,,2,2,LYSANDER,Reason becomes the marshal to my will,"Here, Lysander explains that his reasoning takes precedence over his will and leads him to Helena.",,,
,,2,2,LYSANDER,"And leads me to your eyes, where I o'erlook",ibid,,,
,,2,2,LYSANDER,Love's stories written in love's richest book.,,,,
,,2,2,HELENA,Wherefore was I to this keen mockery born?,**Keen** here means affecting one as if by cutting; sharp; shrewd.,keen,,
,,2,2,HELENA,When at your hands did I deserve this scorn?,,,,
,,2,2,HELENA,"Is't not enough, is't not enough, young man,",,,,
,,2,2,HELENA,"That I did never, no, nor never can,",,,,
,,2,2,HELENA,"Deserve a sweet look from Demetrius' eye,",,,,
,,2,2,HELENA,But you must flout my insufficiency?,To **flout** means to scorn or to treat with contemptuous disregard.,flout,,
,,2,2,HELENA,"Good troth, you do me wrong, good sooth, you do,",,,,
,,2,2,HELENA,In such disdainful manner me to woo.,,,,
,,2,2,HELENA,But fare you well: perforce I must confess,**Perforce** here means by force of circumstances or of necessity.,perforce,,
,,2,2,HELENA,I thought you lord of more true gentleness.,,,,
,,2,2,HELENA,"O, that a lady, of one man refused.",,,,
,,2,2,HELENA,Should of another therefore be abused!,,,,
,,2,2,StageDirection,Exit,,,,
,,2,2,LYSANDER,"She sees not Hermia. Hermia, sleep thou there:",,,,
,,2,2,LYSANDER,And never mayst thou come Lysander near!,,,,
,,2,2,LYSANDER,For as a surfeit of the sweetest things,**Surfeit** is an intemperate or immoderate indulgence in something (such as food or drink). It may also be in reference to disgust caused by excess.,surfeit,,
,,2,2,LYSANDER,"The deepest loathing to the stomach brings,",,,,
,,2,2,LYSANDER,Or as tie heresies that men do leave,,,,
,,2,2,LYSANDER,"Are hated most of those they did deceive,",,,,
,,2,2,LYSANDER,"So thou, my surfeit and my heresy,",,,,
,,2,2,LYSANDER,"Of all be hated, but the most of me!",,,,
,,2,2,LYSANDER,"And, all my powers, address your love and might",,,,
,,2,2,LYSANDER,To honour Helen and to be her knight!,,,,
,,2,2,StageDirection,Exit,,,,
,,2,2,HERMIA,"[Awaking]  Help me, Lysander, help me! do thy best",,,,
,,2,2,HERMIA,To pluck this crawling serpent from my breast!,,,,
,,2,2,HERMIA,"Ay me, for pity! what a dream was here!",,,,
,,2,2,HERMIA,"Lysander, look how I do quake with fear:",,,,
,,2,2,HERMIA,"Methought a serpent eat my heart away,",This may be interpreted as a metaphor for Hermia's broken heart.,,,
,,2,2,HERMIA,And you sat smiling at his cruel pray.,,,,
,,2,2,HERMIA,"Lysander! what, removed? Lysander! lord!",,,,
,,2,2,HERMIA,"What, out of hearing? gone? no sound, no word?",,,,
