play,author,act,scene,player,text,annotation,highlight,cutting,revision
,,1,7,,"Do you your office, or give up your place,",,,,
,,1,7,,And you shall well be spared.,,,,
,,1,7,PROVOST,I crave your honor's pardon:,,,,
,,1,7,,"What shall be done, sir, with the groaning Juliet?",,,,
,,1,7,,She's very near her hour.,she's in labor,hour,,
,,1,7,ANGELO,Dispose of her,,,,
,,1,7,,To some more fitter place; and that with speed.,,,,
,,1,7,StageDirection,Enter Servant.,,,,
,,1,7,SERVANT,Here is the sister of the man condemned,,,,
,,1,7,,Desires access to you.,,,,
,,1,7,ANGELO,Hath he a sister?,,,,
,,1,7,PROVOST,"Ay, my good lord, a very virtuous maid,",,,,
,,1,7,,"And to be shortly of a sisterhood,",,,,
,,1,7,,If not already.,,,,
,,1,7,ANGELO,"Well, let her be admitted. Exit Servant.",,,,
,,1,7,,See you the fornicatress be removed.,She does not have a name to Angelo.,fornicatress,,
,,1,7,,"Let her have needful, but not lavish means.",necessary,Needful,,
,,1,7,,There shall be order for't.,,,,
,,1,7,StageDirection,Enter Isabel.,,,,
,,1,7,PROVOST,God save your honor.,,,,
,,1,7,ANGELO,Stay a little while. You're welcome.,Angelo wants the Provost to witness the interview,stay a little,,
,,1,7,,What's your will?,,,,
,,1,7,ISABEL,I am a woeful suitor to your honor.,,,,
,,1,7,,Please but your honor hear me.,,,,
,,1,7,ANGELO,"Well, what's your suit?",,,,
,,1,7,ISABEL,"There is a vice that most I do abhor,",Isabel cannot bring herself to name it,vice,,
,,1,7,,"And most desire should meet the blow of justice,",,,,
,,1,7,,"For which I would not plead, but that I must;",,,,
,,1,7,,"For which I must not plead, but that I am",,,,
,,1,7,,"At war, 'twixt will and will not.",,,,
,,1,7,ANGELO,"Well, the matter?",,,,
,,1,7,ISABEL,I have a brother is condemned to die.,,,,
,,1,7,,"I do beseech you, let it be his fault,",,,,
,,1,7,,And not my brother.,,,,
,,1,7,PROVOST,God give thee moving graces.,,,,
,,1,7,ANGELO,"Condemn the fault, and not the actor of it?",,,,
,,1,7,,Why every fault's condemned ere it be done.,,,,
,,1,7,,"Mine were the very cipher of a function,",,,,
,,1,7,,"To fine the faults whose fine stands in record,",,,,
,,1,7,,And let go by the actor.,,,,
,,1,7,ISABEL,O just but severe law!,,,,
,,1,7,,I had a brother then; God keep your honor.,,,,
,,1,7,PROVOST,Give't not o'er so. To him again; entreat him.,,,,
,,1,7,,Kneel down before him; hang upon his gown.,,,,
,,1,7,,"You are too cold. If you should need a pin,",,,,
,,1,7,,You could not with more tame a tongue desire it.,,,,
,,1,7,,To him I say!,,,,
,,1,7,ISABEL,Must he needs die?,,,,
,,1,7,ANGELO,"Maiden, no remedy.",,,,
,,1,7,ISABEL,"Yes, I do think that you might pardon him,",,,,
,,1,7,,And neither God nor man grieve at the mercy.,,,,
,,1,7,ANGELO,I will not do't.,,,,
,,1,7,ISABEL,But can you if you would?,,,,
,,1,7,ANGELO,"Look what I will not, that I cannot do.",,,,
,,1,7,ISABEL,"But might you do't and do the world no wrong,",,,,
,,1,7,,If so your heart were touch'd with that remorse,,,,
,,1,7,,As mine is to him?,,,,
,,1,7,ANGELO,He's sentenc'd; 'tis too late.,,,,
,,1,7,PROVOST,You are too cold.,,,,
,,1,7,ISABEL,Too late? Why no; I that do speak a word,,,,
,,1,7,,"May call it back again. Well, believe this,",Extra beat here; is there a gesture? What happens?,Well,,
,,1,7,,"No ceremony that to great ones longs,",,,,
,,1,7,,"Not the king's crown, nor the deputed sword,",Sword of justice that symbolizes Angelo's authority,sword,,
,,1,7,,"The marshal's truncheon, nor the judge's robe,",A club or cudgel,truncheon,,
,,1,7,,Become them with one half so good a grace,,,,
,,1,7,,As mercy does.,,,,
,,1,7,,"If he had been as you and you as he,",,,,
,,1,7,,"You would have slipped like him, but he, like you",,,,
,,1,7,,Would not have been so stern.,,,,
,,1,7,ANGELO,Pray you be gone.,,,,
,,1,7,ISABEL,"I would to God I had your potency,",,,,
,,1,7,,And you were Isabel! Should it then be thus?,,,,
,,1,7,,"No; I would tell what 'twere to be a judge,",,,,
,,1,7,,And what a prisoner.,,,,
,,1,7,PROVOST,"Ay, touch him; there's the vein.",That's the way.,vein,,
,,1,7,ANGELO,"Your brother is a forfeit of the law,",He has to give up his life because he broke the law.,forfeit,,
,,1,7,,And you but waste your words.,,,,
,,1,7,ISABEL,"Alas, alas!",,,,
,,1,7,,"Why all the souls that were were forfeit once,",,,,
,,1,7,,"And He that might the vantage best have took,",Jesus Christ,He,,
,,1,7,,Found out the remedy. How would you be,,,,
,,1,7,,If He which is the top of judgement should,Jesus or God the Father in the Catholic tradition,He,,
,,1,7,,"But judge you as you are? O, think on that,",,,,
,,1,7,,"And mercy then will breathe within your lips,",,,,
,,1,7,,Like man new made.,,,,
,,1,7,ANGELO,"Be you content, fair maid.",,,,
,,1,7,,"It is the law, not I, condemn your brother.",,,,
,,1,7,,"Were he my kinsman, brother, or my son,",,,,
,,1,7,,It should be thus with him. He must die tomorrow.,,,,
,,1,7,ISABEL,"Tomorrow? O, that's sudden! Spare him, spare him!",,,,
,,1,7,,He's not prepared for death. Even for our kitchens,,,,
,,1,7,,We kill the fowl of season. Shall we serve God,,,,
,,1,7,,With less respect than we do minister,,,,
,,1,7,,"To our gross selves? Good, good my Lord, bethink you:",,,,
,,1,7,,Who is it that hath died for this offense?,,,,
,,1,7,,There's many have committed it.,,,,
,,1,7,PROVOST,"Ay, well said.",,,,
,,1,7,ANGELO,"The law hath not been dead, though it hath slept.","Here, **though it hath slept,** Angelo is using a metaphor for the law being ""asleep,"" or not enforced. ",though it hath slept,,
,,1,7,,Those many had not dared to do that evil,This is lousy criminal justice thinking; deterrence mostly does not work.,Those many,,
,,1,7,,If the first that did th'edict infringe,,,,
,,1,7,,"Had answered for his deed. Now 'tis awake,",The word **awake** is referring to the law and how it is now being enforced. ,awake,,
,,1,7,,"Takes note of what is done, and, like a prophet,",,,,
,,1,7,,"Looks in a glass that shows what future evils,",,,,
,,1,7,,"Either raw, or by remissness new conceived",The word **remissness** is referring to the lax enforcement over the past several years,remissness,,
,,1,7,,"And so in progress to be hatched and born,",,,,
,,1,7,,"Are now to have no sùccessive degrees,",futher stages,successive degrees,,
,,1,7,,"But ere they live, to end.",,,,
,,1,7,ISABEL,Yet show some pity.,,,,
,,1,7,ANGELO,I show it most of all when I show justice;,,,,
,,1,7,,"For then I pity those I do not know,",,,,
,,1,7,,"Which a dismissed offense would after gall,","The word **gall** means to irritate; the dismissed offense would cause trouble later, if it went unpunished now.",gall,,
,,1,7,,"And do him right that, answering one foul wrong,",,,,
,,1,7,,Lives not to act another. Be satisfied.,,,,
,,1,7,,Your brother dies tomorrow. Be content.,,,,
,,1,7,ISABEL,"So you must be the first that gives this sentence,",,,,
,,1,7,,"And he that suffers. O, it is excellent","The ""he"" in this sentence is referring to Claudio and how Claudio must be the first to receive the punishment. ",And he that suffers.,,
,,1,7,,"To have a giant's strength, but it is tyrannous","Here Isabel cautions Angelo about applying the law in a tyrannous manner, or how a giant might use it (without care for those who are ""smaller""). ",To have a giant's strength,,
,,1,7,,To use it like a giant.,,,,
,,1,7,PROVOST,That's well said.,,,,
,,1,7,ISABEL,Could great men thunder,**great men** meaning men who are in power.,great men,,
,,1,7,,"As Jove himself does, Jove would ne'er be quiet,","Jove is a Roman god, the equivalant of the Greek god Zeus. Jove's lightning bolt was used as a weapon of punishment. The lightning bolt was a powerful tool held over all gods and men. Also, she's invoking Jove because the Jacobean court was tetchy about taking the Lord's name in vain.",Jove,,
,,1,7,,For every pelting petty officer,paltry,pelting,,
,,1,7,,"Would use his heaven for thunder, nothing but thunder.",ibid2,thunder,,
,,1,7,,"Merciful heaven,",,,,
,,1,7,,Thou rather with thy sharp and sulpherous bolt,,,,
,,1,7,,"Splits the unwedgable and gnarléd oak,",,,,
,,1,7,,"Than the soft myrtle. But man, proud man,",,,,
,,1,7,,"Dressed in a little brief authority,",,,,
,,1,7,,"Most ignorant of what he's most assured,",,,,
,,1,7,,"His glassy essence, like an angry ape","Man's frailty, partic in comparison to God",glassy essence,,
,,1,7,,Plays such fantastic tricks before high heaven,,,,
,,1,7,,"As makes the angels weep, who, with our spleens,",The word **spleen** is an [organ thought to control laughter](https://www.npr.org/sections/health-shots/2016/12/13/505349283/meet-the-spleen-the-strange-little-organ-that-can-multiply),spleens,,
,,1,7,,Would all themselves laugh mortal.,ibid1,,,
,,1,7,PROVOST,"O, to him, to him, wench! He will relent.",,,,
,,1,7,,He's coming; I perceive't. Pray God she win him!,Provost is referring to the possiblity of Angelo changing his mind about Claudio's death sentence.,He's coming,,
,,1,7,ISABEL,We cannot weigh our brother with ourself.,,,,
,,1,7,,"Great men may jest with saints: 'tis wit in them,","Isabel uses this allusion starting with ""Great men may...profanation"" to suggest that men should not be making such important decisions and those decisions should be left up to a higher power. ",Great,,
,,1,7,,"But in the less, foul profanation.",ibid1,profanation,,
,,1,7,,"That in the captain's but a choleric word,",,,,
,,1,7,,Which in the soldier is flat blasphemy.,,,,
,,1,7,ANGELO,Why do you put these sayings upon me?,,,,
,,1,7,ISABEL,"Because authority, though it err like others,","This section is referring to Romans 2.1 from the New International Version bible where Paul says, ""you, therefore, have no excuse, you who pass judgement on someone else, for at whatever point you judge another, you are."" This means we should not be so quick to judge others as we have sinned ourselves. ",Because,,
,,1,7,,Hath yet a kind of medicine in itself,ibid1,,,
,,1,7,,That skins the vice o'th'top. Go to your bosom;,ibid2,,,
,,1,7,,"Knock there, and ask your heart what it doth know",ibid3,,,
,,1,7,,That's like my brother's fault. If it confess,ibid4,,,
,,1,7,,"A natural guiltiness, such as is his,",ibid5,,,
,,1,7,,Let it not sound a thought upon your tongue,ibid6,,,
,,1,7,,Against my brother's life.,ibid7,life,,
,,1,7,ANGELO,"She speaks, and 'tis such sense","Angelo has an aside, he's talking to us suddenly; what's changing for him?",She speaks,,
,,1,7,,That my sense breeds with it. Fare you well.,"Angelo not only sees the value of Isabel's intellectual argument, but he's also aroused by finding his philosophical equal in this pure girl. **breeds with it** connotes sexual arousal ",sense,,
,,1,7,ISABEL,"Gentle my lord, turn back.",,,,
,,1,7,ANGELO,I will bethink me. Come again tomorrow.,,,,
,,1,7,ISABEL,"Hark, how I'll bribe you; good my lord, turn back.",,,,
,,1,7,ANGELO,"How, bribe me?",,,,
,,1,7,ISABEL,"Ay, with such gifts that God shall share with you.",The **gifts** that Isabel refers to is that Angelo will be rewarded in heaven in the afterlife.,gifts,,
,,1,7,PROVOST,You had marred all else.,The word **marred** means to ruin or spoil.,marred,,
,,1,7,ISABEL,"Not with fond shekels of the tested gold,",Isabel tells Angelo that she will pray for him and that the true gift is salvation and nothing material from this world can match that. ,Not,,
,,1,7,,Or stones whose rate are either rich or poor,ibid1,,,
,,1,7,,"As fancy values them; but with true prayers,",ibid2,,,
,,1,7,,"That shall be up at heaven, and enter there",ibid3,,,
,,1,7,,"Ere sunrise, prayers from preservéd souls,",ibid4,,,
,,1,7,,"From fasting maids, whose minds are dedicate",The sisters in her cloister will pray for him,prayers,,
,,1,7,,To nothing temporal.,"The sisters are focused on the spiritual, not the earthly",temporal,,
,,1,7,ANGELO,"Well, come to me",,,,
,,1,7,,tomorrow.,,,,
,,1,7,ISABEL,God keep your honor safe.,,,,
,,1,7,ANGELO,Amen.,,,,
,,1,7,,"For I am that way going to temptation,","The **temptation** that Angelo referrs to here MAY BE a reference to the Lord's Prayer, which says, ""be not led into temptation, but delivered from evil."" This idea of ""prayer is crossed"" suggests that Angelo has a sexual desire for Isabel. ",temptation,,
,,1,7,,Where prayer is crossed.,,,,
,,1,7,ISABEL,"At what hour tomorrow,",,,,
,,1,7,,Shall I attend your lordship?,,,,
,,1,7,ANGELO,At any time 'fore noon.,"When Angelo responds ""fore noon"" for Isabel to check back, it could indicate that Claudio's execution will be delayed as it was previously set for the morning.",fore noon.,,
,,1,7,ISABEL,God save your honor.,,,,
,,1,7,StageDirection,"Exit Isabel, Provost.",,,,
,,1,7,ANGELO,From thee; even from thy virtue.,"Angelo debates who started the temptation, himself or Isabel.",,,
,,1,7,,What's this? What's this? Is this her fault or mine?,"Could be asking himself what he is feeling, could be that he discovers he is turned on",What's this,,
,,1,7,,"The tempter or the tempted, who sins most, ha?",,,,
,,1,7,,"Not she; nor doth she tempt; but it is I,",He answers his own question,tempt,,
,,1,7,,"That, lying by the violet in the sun,",,,,
,,1,7,,"Do, as the carrion does, not as the flower,",The word **carrion** means corrupted flesh,carrion,,
,,1,7,,Corrupt with virtuous season. Can it be,,,,
,,1,7,,That modesty may more betray our sense,Angelo is turned on by Isabel's purity in a way that another woman's deliberate sexiness or licentiousness leaves him cold.,modesty,,
,,1,7,,"Then woman's lightness? Having waste ground enough,",,,,
,,1,7,,"Shall we desire to raze the sanctuary,","tear down the Church, or specifically, here, defile this religious novice",sanctuary,,
,,1,7,,"And pitch our evils there? O, fie, fie, fie!","pitch in contrast to raze in the previous line: to tear her down by building, or erecting, a place to fulfill his new desires",pitch our evils,,
,,1,7,,"What dost thou, or what art thou, Angelo?",,,,
,,1,7,,"Dost thou desire her foully, for those things",,,,
,,1,7,,"That make her good? O, let her brother live!",,,,
,,1,7,,"Thieves for their robbery have authority,",,,,
,,1,7,,"When judges steal themselves. What, do I love her,",He recognizes his own hypocrisy,judges steal,,
,,1,7,,That I desire to hear her speak again?,,,,
,,1,7,,And feast upon her eyes? What is't I dream on?,,,,
,,1,7,,"O cunning enemy, that, to catch a saint,","In this metaphor, ""O cunning enemy"" represents the devil. Only the devil would use a spirtual person to catch a sinner. ",O,,
,,1,7,,With saints dost bait thy hook! Most dangerous,There is an arrogance here: Angelo sees himself as a saint,With saints,,
,,1,7,,Is that temptation that doth goad us on,,,,
,,1,7,,To sin in loving virtue. Never could the strumpet,,virtue,,
,,1,7,,With all her double vigor -- Art and Nature --,,,,
,,1,7,,Once stir my temper; but this virtuous maid,,,,
,,1,7,,Subdues me quite. Ever till now,,,,
,,1,7,,"When men were fond, I smiled, and wondered how.",The word **fond** means doting or tender here,fond,,
,,1,7,StageDirection,Exit.,,,,
,,1,8,StageDirection,Scene Eight,,,,
,,1,8,StageDirection,Enter Duke [disguised] and Provost.,,,,
,,1,8,DUKE,"Hail to you, Provost! -- So I think you are.",,,,
,,1,8,PROVOST,"I am the Provost. What's your will, good friar?",,,,
,,1,8,DUKE,"Bound by my charity and my blest order,",,,,
,,1,8,,I come to visit the afflicted spirits,,,,
,,1,8,,Here in the prison. Do me the common right,,,,
,,1,8,,"To let me see them, and to make me know",,,,
,,1,8,,"The nature of their crimes, that I may minister","Not Shakespearean, but no true counselor would ever ask this; their crimes are not our business.",nature of their crimes,,
,,1,8,,To them accordingly.,,,,
,,1,8,PROVOST,"I would do more than that, if more were needful.",,,,
,,1,8,StageDirection,Enter Juliet.,,,,
,,1,8,,"Look, here comes one, a gentlewoman of mine,",,,,
,,1,8,,"Who, falling in the flaws of her own youth,",,,,
,,1,8,,"Hath blistered her report. She is with child,",,,,
,,1,8,,"And he that got it, sentenced -- a young man",,,,
,,1,8,,"More fit to do another such offense,",,,,
,,1,8,,Than die for this.,,,,
,,1,8,DUKE,When must he die?,,,,
,,1,8,PROVOST,As I do think tomorrow.,,,,
,,1,8,,To Juliet.,,,,
,,1,8,,"I have provided for you. Stay a while,",,,,
,,1,8,,And you shall be conducted.,,,,
,,1,8,DUKE,"Repent you, fair one, of the sin you carry?",The pregnancy,sin you carry,,
,,1,8,JULIETTA,I do; and bear the shame most patiently.,"The Duke finds himself stymied as he tries to play confessor by Juliet, who will not repent for loving Claudio.",patiently,,
,,1,8,DUKE,"I'll teach you how you shall arraign your conscience,",,,,
,,1,8,,And try your penitence if it be sound,,,,
,,1,8,,Or hollowly put on.,,,,
,,1,8,JULIETTA,I'll gladly learn.,,,,
,,1,8,DUKE,Love you the man that wronged you?,,,,
,,1,8,JULIETTA,"Yes, as I love the woman that wronged him.",,,,
,,1,8,DUKE,So then it seems your most offenseful act,,,,
,,1,8,,Was mutually committed?,,,,
,,1,8,JULIETTA,Mutually.,,,,
,,1,8,DUKE,Then was your sin of heavier kind than his.,Sexual double standard,heavier kind,,
,,1,8,JULIETTA,"I do confess it and repent it, father.",,,,
,,1,8,DUKE,"Tis meet so, daughter. But lest you do repent",,,,
,,1,8,,As that the sin hath brought you to this shame --,,,,
,,1,8,,"Which sorrow is always toward our selves, not heaven,",,,,
,,1,8,,"Showing we would not spare heaven, as we love it,",,,,
,,1,8,,But as we stand in fear --,,,,
,,1,8,JULIETTA,"I do repent me as it is an evil,",,,,
,,1,8,,And take the shame with joy.,,,,
,,1,8,DUKE,There rest:,,,,
,,1,8,,"Your partner, as I hear, must die tomorrow,",He's tactless in delivering this news. It is no comfort. How is she supposed to rest?,tomorrow,,
,,1,8,,And I am going with instruction to him.,,,,
,,1,8,,God's grace go with you. Benedicite!,Duke cannot get out of this conversation fast enough!,Benedicite,,
,,1,8,StageDirection,Exit Duke.,,,,
,,1,8,JULIETTA,"Must die tomorrow? O injurious law,",,,,
,,1,8,,That respites me a life whose very comfort,,,,
,,1,8,,Is still a dying horror!,,,,
,,1,8,PROVOST,Tis pity of him.,,,,
,,1,8,StageDirection,Exeunt.,,,,
,,1,9,StageDirection,Scene Nine,,,,
,,1,9,StageDirection,Enter Angelo.,,,,
,,1,9,ANGELO,"When I would pray and think, I think and pray",Has he been praying all night?,pray and think,,
,,1,9,,"To several subjects: God hath my empty words,",,,,
,,1,9,,"Whilst my invention, hearing not my tongue,",**invention** Imagination ,invention,,
,,1,9,,"Anchors on Isabel; God in my mouth,",**Anchors** Fixates ,Anchors,,
,,1,9,,"As if I did but only chew his name,",,,,
,,1,9,,And in my heart the strong and swelling evil,,,,
,,1,9,,Of my conception. The state whereon I studied,"The seriousness with which he takes political matters gives him personal pride, but he could be willing to set his power aside because he is suddenly interested in other things.",,,
,,1,9,,"Is like a good thing, being often read,",,,,
,,1,9,,"Grown seared and tedious. Yea, my gravity,",,,,
,,1,9,,"Wherein -- let no man hear me -- I take pride,",Pride is a sin.,pride,,
,,1,9,,Could I with boot change for an idle plume,"A plume is decorative, and only men who are trying to attract a mate would give in to decorative flourish.",plume,,
,,1,9,,"Which the air beats in vain. O place, O form,",Here Angelo wrestles with the importance of his office and how fools look up to him but smarter people can see through him. In appearance he is an angel but that is masking his devilishness.,,,
,,1,9,,"How often dost thou with thy case, thy habit,",ibid1,,,
,,1,9,,"Wrench awe from fools, and tie the wiser souls",ibid2,,,
,,1,9,,"To thy false seeming! Blood, thou art blood.",appearance v reality,false seeming,,
,,1,9,,Let's write good Angel on the devil's horn --,,,,
,,1,9,,Tis now the devil's crest: how now? who's there?,,,,
,,1,9,StageDirection,Enter Servant.,,,,
,,1,9,SERVANT,"One Isabel, a sister, desires access to you.","**a sister** This has double meaning.  As Isabel is a nun, but also as she is Claudio’s actual sister.",sister,,
,,1,9,ANGELO,Teach her the way.,,,,
,,1,9,,"O, heavens",,,,
,,1,9,,"Why does my blood thus muster to my heart,",Again with Angelo's blood. What is happening to him physically here?,my blood,,
,,1,9,,"Making both it unable for itself,",,,,
,,1,9,,And dispossessing all my other parts,"He cannot think clearly, and what is happening to his OTHER parts?",other parts,,
,,1,9,,Of necessary fitness?,,,,
,,1,9,,So play the foolish throngs with one that swoons --,**swoons** faints,swoons,,
,,1,9,,"Come all to help him, and so stop the air",,,,
,,1,9,,By which he should revive -- and even so,,,,
,,1,9,,The general subject to a well-wished king,,,,
,,1,9,,"Quit their own part, and in obsequious fondness,","fawning, overzealous",obsequious,,
,,1,9,,"Crowd to his presence, where their untaught love",,,,
,,1,9,,Must needs appear offense.,,,,
,,1,9,StageDirection,Enter Isabel.,,,,
,,1,9,,"How now, fair maid?",,,,
,,1,9,ISABEL,I am come to know your pleasure.,**pleasure** thoughts,pleasure,,
,,1,9,ANGELO,[aside] That you might know it would much better please me,He takes her word and turns it; he wants her to know that he wants her sexually without having to say it.,much better please,,
,,1,9,,Then to demand what 'tis: [To Isabel] Your brother cannot live.,,,,
,,1,9,ISABEL,Even so. God keep your honor.,,,,
,,1,9,ANGELO,Yet may he live a while: and it may be,Here Angelo literally is saying that Claudio may live as long as both he and Isabel but will die eventually. His wording here hints that there might be a way to extend Claudio’s life.,,,
,,1,9,,As long as you or I. Yet he must die.,,,,
,,1,9,ISABEL,Under your sentence?,,,,
,,1,9,ANGELO,Yea.,,,,
,,1,9,ISABEL,"When, I beseech you? That in his reprieve,","Isabel is asking that Angelo tell her how long Claudio is to live, so at least he will have that knowledge and not be left worrying.",When,,
,,1,9,,"Longer or shorter, he may be so fitted",,,,
,,1,9,,That his soul sicken not.,,,,
,,1,9,ANGELO,"Ha, fie, these filthy vices! It were as good",He does not answer her question. He's too busy struggling with his own dilemma.,,,
,,1,9,,"To pardon him, that hath from nature stol'n",,,,
,,1,9,,"A man already made, as to remit","**remit** According to Alexander Schmidt's Shakespeare Lexicon, the use of remit here means to pardon or forgo a punishment (959).",remit,,
,,1,9,,Their saucy sweetness that do coin God's image,,,,
,,1,9,,"In stamps that are forbid. 'Tis all as easy,",,,,
,,1,9,,"Falsely to take away a life true made,",,,,
,,1,9,,"As to put mettle in restrainéd moulds,",,,,
,,1,9,,To make a false one.,,,,
,,1,9,ISABEL,"Tis set down so in heaven, but not in earth.",,,,
,,1,9,ANGELO,Say you so? Then I shall pose you quickly.,Angelo makes his 1st attempt to offer sex with him in order to save Claudio,pose you,,
,,1,9,,Which had you rather: that the most just law,,,,
,,1,9,,"Now took your brother's life, or to redeem him",,,,
,,1,9,,Give up your body to such sweet uncleanness,"He cannot bring himself to say exactly what he means; Isabel thinks this is a philosophical conversation, not a specific one about the two of them.",sweet uncleanness,,
,,1,9,,As she that he hath stained?,,,,
,,1,9,ISABEL,"Sir, believe this.",,,,
,,1,9,,I had rather give my body then my soul.,,,,
,,1,9,ANGELO,I talk not of your soul. Our compelled sins,He does not want to think about her soul right now,soul,,
,,1,9,,Stand more for number than for account.,,,,
,,1,9,ISABEL,How say you?,,,,
,,1,9,ANGELO,"Nay, I'll not warrant that, for I can speak",**warrant** allow,warrant,,
,,1,9,,Against the thing I say. Answer to this:,"Throughout this scene Shakespeare has Angelo struggle between what he has proclaimed to be wrong through the law: lustful thoughts/actions that he has for Isabel, but Angelo rather wants his feelings of attraction to be reciprocated by Isabel. Here he asks if the sin of sleeping with him will be excused by the saving of Claudio's life.",,,
,,1,9,,"I now, the voice of the recorded law,",,,,
,,1,9,,Pronounce a sentence on your brother's life.,,,,
,,1,9,,Might there not be a charity in sin,"Angelo is talking about the sex; Isabel thinks he means that if he pardons Claudio, God will judge him. They are not understanding one another.",charity in sin,,
,,1,9,,To save this brother's life?,,,,
,,1,9,ISABEL,"Please you to do't,",Isabel thinks they are talking about pardoning Claudio,Please you to do't,,
,,1,9,,"I'll take it as a peril to my soul,",,,,
,,1,9,,"It is no sin at all, but charity.",,,,
,,1,9,ANGELO,Pleased you to do't at peril of your soul,,,,
,,1,9,,Were equal poise of sin and charity.,,,,
,,1,9,ISABEL,"That I do beg his life, if it be sin,","Isabel says that if Angelo will let her brother live, she will accept the action as her sin and not the fault or weakness of Angelo in standing by his sentence. Here **suit** means a request or plea",sin,,
,,1,9,,"Heaven let me bear it. You granting of my suit,",,,,
,,1,9,,"If that be sin, I'll make it my morn prayer",,,,
,,1,9,,"To have it added to the faults of mine,",,,,
,,1,9,,And nothing of your answer.,,,,
,,1,9,ANGELO,"Nay, but hear me.",,,,
,,1,9,,"Your sense pursues not mine. Either you are ignorant,",You are not understanding what I am saying to you.,Your sense,,
,,1,9,,"Or seem so craftily, and that's not good.",,,,
,,1,9,ISABEL,"Let me be ignorant, and in nothing good",,,,
,,1,9,,But graciously to know I am no better.,,,,
,,1,9,ANGELO,Thus wisdom wishes to appear most bright,,,,
,,1,9,,When it doth tax itself: as these black masks,The **black masks** are Isabel's nun habit that Angelo is saying keeps her beauty safer than if it was on display.,black masks,,
,,1,9,,Proclaim an enshield beauty ten times louder,ibid1,,,
,,1,9,,"Than beauty could, displayed. But mark me.",ibid2,,,
,,1,9,,"To be receivéd plain, I'll speak more gross:",,,,
,,1,9,,Your brother is to die.,,,,
,,1,9,ISABEL,So.,,,,
,,1,9,ANGELO,"And his offense is so, as it appears,",,,,
,,1,9,,Accountant to the law upon that pain.,,,,
,,1,9,ISABEL,True.,,,,
,,1,9,ANGELO,Admit no other way to save his life --,,,,
,,1,9,,As I subscribe not that nor any other --,,,,
,,1,9,,"But, in the loss of question, that you, his sister,","**loss of question** hypothetically, for argument's sake",loss of question,,
,,1,9,,Finding your self desired of such a person,"He still cannot say exactly what he means. He is awkward, uncomfortable.  Isabel still thinks he is exploring a theoretical.",such a person,,
,,1,9,,"Whose credit with the judge, or own great place,",,,,
,,1,9,,Could fetch your brother from the manacles,"**manacles** handcuffs, the chain of law",manacles,,
,,1,9,,"Of the all-binding law, and that there were",,,,
,,1,9,,"No earthly mean to save him, but that either",,,,
,,1,9,,You must lay down the treasures of your body,your chastity,treasures,,
,,1,9,,"To this supposed, or else to let him suffer --","again, he is using hypothetical language, which is why Isabel doesn't understand the specific proposal he is trying to make",supposed,,
,,1,9,,What would you do?,,,,
,,1,9,ISABEL,As much for my poor brother as myself.,,,,
,,1,9,,"That is, were I under the terms of death,",,,,
,,1,9,,"Th'impression of keen whips I'd wear as rubies,",Wear whip marks as jewels. Isabel is saying to Angelo that she'd rather be whipped than consent to a sexual encounter in exchange for her brother's life.,,,
,,1,9,,And strip myself to death as to a bed,"Isabel unconsciously provokes Angelo through her use of whips, strip, bed, rubies",strip myself,,
,,1,9,,"That longing have been sick for, ere I'd yield",,,,
,,1,9,,My body up to shame.,,,,
,,1,9,ANGELO,Then must your brother die.,,,,
,,1,9,ISABEL,And 'twere the cheaper way.,**twere** it were,twere,,
,,1,9,,Better it were a brother died at once,,,,
,,1,9,,"Then that a sister, by redeeming him,",,,,
,,1,9,,Should die for ever.,The shame of the sexual act for her would last forever,for ever,,
,,1,9,ANGELO,"Were not you then as cruel as the sentence,",,,,
,,1,9,,That you have slander'd so?,**slander'd** hated,slander'd,,
,,1,9,ISABEL,Ignominy in ransom and free pardon,Isabel is saying shameful bribery and pardoning are two different things,,,
,,1,9,,Are of two houses; lawful mercy,ibid,,,
,,1,9,,Is nothing kin to foul redemption.,,,,
,,1,9,ANGELO,"You seemed of late to make the law a tyrant,",,,,
,,1,9,,And rather proved the sliding of your brother,**sliding** sinning,sliding,,
,,1,9,,A merriment than a vice.,,,,
,,1,9,ISABEL,"O pardon me, my lord. It oft falls out",,,,
,,1,9,,"To have what we would have, we speak not what we mean.",,,,
,,1,9,,"I something do excuse the thing I hate,",,,,
,,1,9,,For his advantage that I dearly love.,,,,
,,1,9,ANGELO,We are all frail.,Weak.,frail,,
,,1,9,ISABEL,"Else let my brother die,","If we are all frail, let my brother live because he's no worse than anyone else in his weakness.",Else let,,
,,1,9,,"If not a fedary, but only he,","Companion or accomplice. Example-Let him die without a companion, but alone and prove stronger than you. ",,,
,,1,9,,Owe and succeed thy weakness.,,,,
,,1,9,ANGELO,"Nay, women are frail too.","He is trying again, trying to make them equals in slipping away from purity and restraint.",women,,
,,1,9,ISABEL,"Ay, as the glasses where they view themselves,",**glasses** mirrors,glasses,,
,,1,9,,Which are as easy broke as they make forms.,,,,
,,1,9,,"Women? Help, heaven! Men their creation mar",,,,
,,1,9,,"In profiting by them. Nay, call us ten times frail,",,,,
,,1,9,,"For we are soft as our complexions are,",,,,
,,1,9,,And credulous to false prints.,**credulous** susceptible,credulous,,
,,1,9,ANGELO,I think it well:,,,,
,,1,9,,And from this testimony of your own sex --,,,,
,,1,9,,Since I suppose we are made to be no stronger,,,,
